siret,nom,effectif,activite_label,naf,code_postal,commune,departement,region,date_creation,nb_etablissements_ouverts,email,site_web,instagram
85139762000036,FERMENT STATION,02,"Boissons rafraîchissantes, jus de fruits",11.07B,94200,IVRY-SUR-SEINE,94,11,2022-08-01,1,,,
50441844300058,CECILE MULA (LES MILLE GRAINS),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,30340,MEJANNES-LES-ALES,30,76,2025-07-04,1,,,
49902592200018,PRESSOIR DE LA VALLEE NOBLE - TRAVAUX VITI VINICOLE (LE PRESSOIR DE WESTHALTEN),01,"Boissons rafraîchissantes, jus de fruits",11.07B,68250,WESTHALTEN,68,44,2007-06-04,1,,,
51236341700019,JEAN PHILIPPE DESSERRE (PROBIOBUL),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,77450,JABLINES,77,11,2009-05-06,1,,,
94935793300017,LES MULETS (GRANITH),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,07130,SAINT-PERAY,07,84,2023-02-21,1,,,
94178077700012,KERA CARE,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,75008,PARIS,75,11,2025-02-24,1,,,
93073692100014,WAYCY (WAYCY),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,22800,SAINT-BRANDAN,22,53,2024-07-05,1,,,
90061402500014,VANADAL,01,"Boissons rafraîchissantes, jus de fruits",11.07B,46230,ESCAMPS,46,76,2021-06-18,1,,,
93748774200010,PASCALE ALBERT (ALBERT) (MAUVAISES GRAINES),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,08240,BOULT-AUX-BOIS,08,44,2024-11-15,1,,,
93765834200012,GIMBER FRANCE,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,75012,PARIS,75,11,2024-09-24,1,,,
95156910200035,TISSE,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,13011,MARSEILLE,13,93,2025-03-20,1,,,
84323734800027,LES VIVANTS (VIVANT),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,75018,PARIS,75,11,2025-09-22,1,,,
82777481100026,SUPREME CIE,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,33360,LATRESNE,33,75,2021-01-01,1,,,
82887504700015,FOREO,01,"Boissons rafraîchissantes, jus de fruits",11.07B,80640,MERICOURT-EN-VIMEU,80,32,2017-04-06,1,,,
88027579700012,KARAIB OR VERT (KARAIB OR VERT),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,97115,SAINTE-ROSE,971,01,2019-11-01,1,,,
88196943000019,TAKUBEH,01,"Boissons rafraîchissantes, jus de fruits",11.07B,42100,SAINT-ETIENNE,42,84,2020-03-01,1,,,
84785922000034,GOOD VIE,00,"Boissons rafraîchissantes, jus de fruits",11.07B,21000,DIJON,21,27,2020-08-14,1,,,
94317020900010,POMEG (POMEG),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,75011,PARIS,75,11,2025-03-17,1,,,
97802640900018,HIBIS JUICE,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,38100,GRENOBLE,38,84,2023-07-21,1,,,
95327815700011,NECENSE (NECENSE),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,75015,PARIS,75,11,2023-06-07,1,,,
98950165500017,L&L FACTORY,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,59122,HONDSCHOOTE,59,32,2025-07-21,1,,,
10080302200019,ECUM,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,44730,SAINT-MICHEL-CHEF-CHEF,44,52,2026-03-01,1,,,
79012160200037,JULIE LEVARD (RENIE) (L'ATELIER MARAICHER),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,13790,ROUSSET,13,93,2021-04-15,1,,,
49907339300021,D-TOX,01,"Boissons rafraîchissantes, jus de fruits",11.07B,13880,VELAUX,13,93,2008-06-16,1,,,
79763079500020,TIMOTHE AVIGNON,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,49700,DOUE-EN-ANJOU,49,52,2022-02-01,1,,,
79916945300013,MICHAU PERE ET FILS (MPF),01,"Boissons rafraîchissantes, jus de fruits",11.07B,09300,BELESTA,09,76,2013-12-12,1,,,
80071842100020,BEE ZEN (BEE ZEN),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,06220,VALLAURIS,06,93,2024-10-10,1,,,
79476741800021,ALBANE LENGRAND,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,48100,BOURGS SUR COLAGNE,48,76,2019-12-30,1,,,
92983678100013,AFYA,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,95170,DEUIL-LA-BARRE,95,11,2024-06-01,1,,,
89454566400027,ORGANIC PEP'S (ORGANIC PEP'S) (OP'S),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,93100,MONTREUIL,93,11,2026-01-29,1,,,
90492519500011,FERMENT'VIE (O.K-ORIGINAL KOMBUCHA/ FERMENT'VIE),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,29720,PLONEOUR-LANVERN,29,53,2021-12-01,1,,,
91029068300028,FURYA (FURYA),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,64000,PAU,64,75,2023-06-01,1,,,
95116925900029,LA BRASSERIE DE GOA (GOA KOMBUCHA),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,24590,SAINT-GENIES,24,75,2023-12-11,1,,,
98199621800013,SOVAGE,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,92100,BOULOGNE-BILLANCOURT,92,11,2023-11-28,1,,,
98976227300013,ALEX P DISTRIBUTIONS,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,69001,LYON,69,84,2025-08-04,1,,,
99170910600017,BOUNGNINH APHAYAVONG (MATEITY),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,75011,PARIS,75,11,2025-09-01,1,,,
89827382600013,SAVOURE,02,"Boissons rafraîchissantes, jus de fruits",11.07B,28310,JANVILLE-EN-BEAUCE,28,24,2021-03-01,1,,,
84920250200027,BRASSEURS PASSION,01,"Boissons rafraîchissantes, jus de fruits",11.07B,32430,COLOGNE,32,76,2020-05-01,1,,,
84958730800016,MAISON AUBERT,01,"Boissons rafraîchissantes, jus de fruits",11.07B,34120,PEZENAS,34,76,2019-03-15,1,,,
85229540100024,LES BRASSEURS PARALLELES,01,"Boissons rafraîchissantes, jus de fruits",11.07B,33270,FLOIRAC,33,75,2020-06-24,1,,,
84836981500016,TEASCO (TEASCO),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,94410,SAINT-MAURICE,94,11,2019-02-16,1,,,
84019264500017,INOUI,02,"Boissons rafraîchissantes, jus de fruits",11.07B,54500,VANDŒUVRE-LES-NANCY,54,44,2018-06-07,1,,,
88526530600021,BRASSERIE VITALITEA (COSY KOMBUCHA),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,83440,MONTAUROUX,83,93,2025-08-01,1,,,
89340749400010,INAKAKOURA,01,"Boissons rafraîchissantes, jus de fruits",11.07B,78730,PONTHEVRARD,78,11,2021-01-26,1,,,
92219858500015,ZINZI BULLES,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,21000,DIJON,21,27,2023-01-13,1,,,
91233476000028,VINCENT AGOGUET (DAME K KOMBUCHA),01,"Boissons rafraîchissantes, jus de fruits",11.07B,09340,VERNIOLLE,09,76,2023-02-01,1,,,
91421247700014,MAISON ROSE ET PAUL,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,11290,ARZENS,11,76,2022-05-20,1,,,
91738342400012,QUERCY SODAS (QUERCY SODAS),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,46140,DOUELLE,46,76,2022-07-01,1,,,
94031137600013,LA BULLERIE,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,17650,SAINT-DENIS-D'OLERON,17,75,2025-01-01,1,,,
94233405300017,THE RETURN OF THE MILKMAN,NN,"Boissons rafraîchissantes, jus de fruits",11.07B,06200,NICE,06,93,2025-03-20,1,,,
94285845700016,SARAH VIOLLEAU (SODA KIF),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,56760,PENESTIN,56,53,2025-04-21,1,,,
93422271200010,LAURENE BARRAT (MAISON MUSA),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,49500,SEGRE-EN-ANJOU BLEU,49,52,2024-10-15,1,,,
93439009700012,L'ATTIRAIL (L'ATTIRAIL),NN,"Boissons rafraîchissantes, jus de fruits",11.07B,30120,LE VIGAN,30,76,2024-10-20,1,,,
49520504900036,BASTIEN BOUVEROT,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,01200,CONFORT,01,84,2010-09-01,5,,,
84217915200033,CAMILLE VERSEIL (CAMILLE SERVICES ET JARDINS),NN,Élevage d'autres animaux (apiculture / miel),01.49Z,19400,ARGENTAT-SUR-DORDOGNE,19,75,2024-06-06,4,,,
35390493100055,CATHERINE MARTINEZ,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,56160,LANGOELAN,56,53,2007-12-01,4,,,
52507159300038,JEANNICK THALAMOT,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,29770,GOULIEN,29,53,2023-02-01,3,,,
52237795100010,PATRICK DACOSTA,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,19600,CHASTEAUX,19,75,2010-05-11,3,,,
52319052800019,THIERRY PORTEAU,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,08220,SERAINCOURT,08,44,2010-06-14,3,,,
41226764300044,STEPHANE MANIN,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,97480,SAINT-JOSEPH,974,04,2020-01-01,3,,,
48472000800024,FABRICE BUISSON,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,38400,SAINT-MARTIN-D'HERES,38,84,2010-06-01,3,,,
47936885400010,CLAUDIA SCHONWOLFF,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,07410,SAINT-VICTOR,07,84,2004-12-01,3,,,
42051448100043,KLEBERT SILVESTRE,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,73440,LES BELLEVILLE,73,84,2010-01-01,3,,,
50300957300026,ALEXANDRE CHANE SON,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,97490,SAINT-DENIS,974,04,2018-04-24,3,,,
88252284000017,CAMILLE BRANCHU,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,42410,LA CHAPELLE-VILLARS,42,84,2020-04-01,3,,,
91310646400013,FAUSTINE SARIS,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,30390,ESTEZARGUES,30,76,2022-04-01,3,,,
78855890600020,CHRISTIAN GRIMAUD,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,05200,EMBRUN,05,93,2020-06-01,2,,,
79286954700044,JEROME FRASCALINE (BIZET-FRASCALINE) (L'ABEILLE MIGEENNE),NN,Élevage d'autres animaux (apiculture / miel),01.49Z,89580,MIGE,89,27,2025-08-20,2,,,
75092564600028,VIRGILE FEROUSSIER,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,07570,LABATIE-D ANDAURE,07,84,2013-09-01,2,,,
52885783200018,LAURENT GAIGNEROT,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,17210,SAINTE-COLOMBE,17,75,2011-01-01,2,,,
52313442700047,CHARLOTTE SETZE,01,Élevage d'autres animaux (apiculture / miel),01.49Z,46100,CORN,46,76,2022-01-01,2,,,
48824487200054,NATACHA RICHARD (BEAUMONT),NN,Élevage d'autres animaux (apiculture / miel),01.49Z,79200,CHATILLON-SUR-THOUET,79,75,2025-04-01,2,,,
47967501900059,FABRICE BERNARD,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,92330,SCEAUX,92,11,2015-10-01,2,,,
48029623500033,FRANCOIS ALBERT,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,38680,SAINT-JUST-DE-CLAIX,38,84,2020-01-01,2,,,
45375166100043,JEAN-FRANCOIS BRUNSART,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,51420,CERNAY-LES-REIMS,51,44,2012-04-03,2,,,
80040900500025,GEOFFREY GROS (MIEL IN JURA),NN,Élevage d'autres animaux (apiculture / miel),01.49Z,39170,LESCHERES,39,27,2026-01-01,2,,,
80045627900028,GILDAS BOURGOUIN,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,09000,SAINT-PIERRE-DE-RIVIERE,09,76,2016-10-10,2,,,
43792589400010,VINCENT GIROD,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,34000,MONTPELLIER,34,76,2001-05-28,2,,,
40261476200043,FREDERIC PERCHAT,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,39100,VILLETTE-LES-DOLE,39,27,2012-01-01,2,,,
39085951000013,EARL DE LA RIVOLLEE,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,16190,NONAC,16,75,1993-04-01,2,,,
38101857100095,LAURENT GONSOLIN,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,05400,MONTMAUR,05,93,2021-01-20,2,,,
41102999400018,JEAN BOYNARD,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,81340,VALENCE-D ALBIGEOIS,81,76,1996-10-01,2,,,
41527278000016,OLIVIER ROCHE,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,09000,BAULOU,09,76,1997-11-12,2,,,
42447415300030,OLIVIER PAYAN,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,04210,VALENSOLE,04,93,2018-11-22,2,,,
42903711200019,ANNE PRADERVAND,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,05190,BREZIERS,05,93,1998-10-01,2,,,
42509674000013,MICHEL CAZAVANT,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,17160,MATHA,17,75,1999-11-05,2,,,
33789144400032,PATRICE BUSI,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,04250,CLAMENSANE,04,93,2024-01-09,2,,,
33456547000021,THEOPHILE COUSIN,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,37330,VILLIERS AU BOUIN,37,24,2004-09-01,2,,,
39517073100016,LILIAN TESTARD,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,26800,PORTES LES VALENCE,26,84,1994-01-01,2,,,
80763829100037,ERWAN BOURDON,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,35630,LANGOUET,35,53,2019-04-01,2,,,
81384231700014,BERNADOU BENARD,00,Élevage d'autres animaux (apiculture / miel),01.49Z,38500,LA BUISSE,38,84,2015-09-01,2,,,
81136080900016,YANNICK NOEL,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,24400,SAINT-GERY,24,75,2015-04-14,2,,,
80276124700013,GAYLORD CIVIL,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,46170,SAINT-PAUL-FLAUGNAC,46,76,2014-06-01,2,,,
80330504400049,CHLOE PELLERIN,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,87230,DOURNAZAC,87,75,2015-10-01,2,,,
89278247500016,GAEC LES RUCHERS DE LA COTE BASQUE,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,64500,CIBOURE,64,75,2021-01-01,2,,,
88351922500014,JULIEN FORESTIER,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,03170,MONTVICQ,03,84,2020-05-04,2,,,
90478627400020,FORTUNA STELLA,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,87310,SAINT-AUVENT,87,75,2025-04-23,2,,,
88342353500011,DURET - BILLAUD,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,85500,LES HERBIERS,85,52,2020-05-01,2,,,
90938530400011,L'ABEILLE DE LANVAUX,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,56660,SAINT-JEAN-BREVELAY,56,53,2022-01-01,2,,,
50204927300035,LAELIEN BOUVIER,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,73110,ARVILLARD,73,84,2021-08-13,2,,,
49996137300010,GERARD ANCE,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,65150,LOMBRES,65,76,2007-07-01,2,,,
51000214000059,GEOFFROY DIDIER MARI DE VALENSART SCHOENMAECKERS,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,65200,BAGNERES-DE-BIGORRE,65,76,2021-04-06,2,,,
51453165600023,GAEC RUCHER DE L ENCANTADOU,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,83510,LORGUES,83,93,2017-12-31,2,,,
50872620500018,CYRILE WAY,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,91580,VILLECONIN,91,11,2008-10-01,2,,,
50884836300026,DANIEL CHENEVIER,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,07370,OZON,07,84,2016-01-06,2,,,
53062318000029,BORIS BOSDEVIGIE,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,87470,PEYRAT-LE-CHATEAU,87,75,2016-04-19,2,,,
51933722400025,FREDERIC DESPLANS,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,84110,SEGURET,84,93,2013-03-18,2,,,
47772060100038,VINCENT METRAL,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,48500,BANASSAC-CANILHAC,48,76,2011-04-16,2,,,
91390155900017,CEDRIC BURDET BERTHOUX,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,66500,MOSSET,66,76,2022-05-23,2,,,
91459347000018,TOM JARDON,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,26460,CRUPIES,26,84,2022-06-01,2,,,
92270468900012,CLEMENT TERNY,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,09100,MADIERE,09,76,2023-01-03,2,,,
93438192200012,GUILLAUME TURLAN (ESCARAGOLS),NN,Élevage d'autres animaux (apiculture / miel),01.49Z,12390,BOURNAZEL,12,76,2024-11-01,2,,,
82285456800026,GHISLAIN ANDRIEU,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,09500,TOURTROL,09,76,2021-04-01,2,,,
82182661700028,CHARLENE GRIEU,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,94140,ALFORTVILLE,94,11,2023-07-01,2,,,
83761632500036,LUDOVIC CHEVAL,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,41210,MONTRIEUX-EN-SOLOGNE,41,24,2023-01-01,2,,,
79927958300022,SANDRIC SAINTE MARIE,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,46120,LACAPELLE-MARIVAL,46,76,2017-02-01,2,,,
82115921700040,JEAN-CHARLES BUREAU,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,13004,MARSEILLE,13,93,2023-02-07,2,,,
83150069900010,ADRIEN TURCO,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,25300,HOUTAUD,25,27,2017-09-01,2,,,
83162263400028,MELANIE MASSIAS,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,19210,SAINT-JULIEN-LE-VENDOMOIS,19,75,2020-01-01,2,,,
82491033500010,JEAN CHARLES ESNAULT,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,35320,SAULNIERES,35,53,2017-02-01,2,,,
82514512100059,AMANDINE DARGAUD (CHATTERIE DU JASMIN D'ARGENT),NN,Élevage d'autres animaux (apiculture / miel),01.49Z,83560,LA VERDIERE,83,93,2026-06-19,2,,,
79397979000037,LUC EDOUARD MAURICE FRANC,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,09700,SAINT-QUIRC,09,76,2019-12-02,2,,,
79440284200049,OLIVIER SAISON,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,42400,SAINT-CHAMOND,42,84,2021-07-06,2,,,
87983720100034,GAEC  SAM ET JU (MIEL SAM ET JU),NN,Élevage d'autres animaux (apiculture / miel),01.49Z,83670,BARJOLS,83,93,2024-07-01,2,,,
85296912000017,THOMAS LABORDE,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,[NON-DIFFUSIBLE],GAILLAGOS,65,76,2019-08-20,2,,,
79956348100016,ALAIN COLLET,NN,Élevage d'autres animaux (apiculture / miel),01.49Z,59670,NOORDPEENE,59,32,2014-01-07,2,,,
87762285200011,SARL APIBIO LIMOUSIN,00,Élevage d'autres animaux (apiculture / miel),01.49Z,87130,LINARDS,87,75,2019-09-20,2,,,
97873975300017,PASCAL PRAGNERE (L'ESCAPADE),NN,Élevage d'autres animaux (apiculture / miel),01.49Z,81000,ALBI,81,76,2023-08-06,2,,,
